area,rooms,floor,total_floors,year_built,building_age,district,metro_distance_km,has_parking,has_elevator,has_renovation,is_new_building,school_distance_km,park_distance_km,hospital_distance_km,price
71.5,2,24,30,1986,38,Запад,4.49,1,1,0,0,3.15,2.43,2.07,24798000
73.5,2,8,16,2010,14,Восток,27.06,1,1,1,1,0.28,7.18,0.46,15381000
61.0,2,14,23,1983,41,Запад,7.41,0,1,0,0,4.12,2.51,9.49,19968000
121.0,4,24,25,1985,39,Север,11.07,1,1,0,0,0.62,0.86,6.9,32443000
35.2,1,1,9,1990,34,Пригород,57.14,1,1,1,0,2.08,2.06,9.58,2770000
47.9,2,17,24,2004,20,Восток,7.16,1,1,0,0,2.9,2.26,8.67,9597000
64.0,2,24,30,1997,27,Юг,0.3,0,1,1,0,0.14,7.83,3.54,10702000
34.6,1,5,7,2011,13,Запад,0.3,0,1,1,1,3.3,5.43,1.3,11371000
62.2,2,2,3,1983,41,Запад,9.69,1,0,1,0,3.33,7.46,5.09,20572000
129.6,4,24,30,1961,63,Центр,0.98,0,1,1,0,3.3,6.7,0.46,58908000
67.2,2,9,13,2013,11,Запад,6.93,0,1,1,1,0.9,4.67,1.67,21122000
73.1,2,4,9,2015,9,Север,1.81,1,1,0,1,1.35,5.44,2.49,18314000
40.3,1,17,20,1967,57,Запад,2.52,0,1,1,0,1.31,5.04,6.72,13162000
52.1,2,17,18,2005,19,Центр,2.11,1,1,1,0,4.8,5.36,5.2,22280000
57.4,2,21,29,1993,31,Запад,29.7,0,1,1,0,0.43,2.19,3.16,19007000
58.7,2,18,20,2014,10,Восток,7.66,1,1,1,1,2.2,3.32,5.73,12099000
111.3,4,16,22,2017,7,Запад,22.01,0,1,1,1,4.37,4.78,1.43,38425000
83.4,3,8,15,2016,8,Север,25.63,0,1,1,1,3.87,0.38,7.61,21768000
42.8,1,11,12,2013,11,Восток,1.87,0,1,0,1,4.13,3.91,7.18,9196000
73.6,2,21,26,1986,38,Юг,2.98,1,1,0,0,4.86,6.89,2.32,12455000
81.4,3,21,28,2014,10,Центр,4.41,1,1,1,1,2.0,3.99,6.14,35390000
105.2,4,18,24,2001,23,Юг,16.13,0,1,1,0,1.62,4.46,5.13,17813000
125.5,4,23,25,1967,57,Восток,5.86,0,1,1,0,0.25,1.7,0.8,24606000
44.4,1,24,24,1997,27,Центр,14.98,1,1,1,0,0.84,6.38,2.93,20255000
48.2,2,10,15,2021,3,Пригород,15.52,0,1,0,1,2.85,2.94,9.99,4467000
40.3,1,13,20,2018,6,Пригород,28.48,1,1,0,1,0.87,7.66,1.18,3720000
60.7,2,17,22,1973,51,Центр,2.93,0,1,0,0,3.71,7.95,5.16,27992000
80.4,3,18,22,2011,13,Север,5.07,1,1,1,1,0.28,7.34,8.52,20594000
99.0,3,10,17,2014,10,Юг,0.99,1,1,0,1,1.37,0.77,3.15,17322000
64.7,2,16,17,1986,38,Юг,3.67,1,1,1,0,3.51,2.73,2.75,11153000
58.7,2,20,20,1998,26,Запад,0.3,1,1,0,0,1.35,7.57,8.93,19424000
70.9,2,5,5,2010,14,Запад,8.23,0,1,0,1,3.67,6.46,3.19,23321000
47.7,2,13,16,1996,28,Север,17.86,0,1,0,0,4.98,7.3,6.58,11731000
153.8,5,18,23,1975,49,Восток,17.29,1,1,1,0,4.01,4.62,7.46,30077000
35.1,1,17,25,2009,15,Восток,9.62,0,1,1,0,1.77,3.9,7.93,6879000
71.8,2,9,9,2019,5,Север,5.02,1,1,1,1,4.51,0.94,9.95,18178000
149.8,5,14,14,2007,17,Восток,5.74,1,1,1,0,0.35,6.73,8.07,27831000
66.9,2,17,21,2013,11,Юг,1.18,0,1,1,1,3.65,5.99,6.64,11063000
61.8,2,4,13,1991,33,Центр,1.25,0,1,0,0,0.21,0.57,8.98,27435000
57.8,2,18,22,1981,43,Север,1.66,0,1,1,0,0.96,1.75,9.08,14248000
62.0,2,20,24,2006,18,Юг,13.77,0,1,0,0,4.94,4.5,9.74,9785000
115.5,4,24,30,1990,34,Пригород,56.16,0,1,1,0,1.87,5.51,7.81,8879000
27.5,1,24,29,2017,7,Восток,6.16,0,1,0,1,4.12,1.19,2.11,5519000
123.1,4,15,22,1976,48,Восток,10.41,0,1,1,0,1.94,2.03,7.16,25437000
37.7,1,11,13,1996,28,Запад,1.04,0,1,0,0,4.22,1.63,0.94,12418000
59.9,2,12,20,1994,30,Север,7.5,0,1,1,0,4.83,1.84,3.32,15307000
56.2,2,9,9,2021,3,Восток,9.71,0,1,1,1,2.23,7.37,1.33,10422000
84.4,3,13,16,1980,44,Запад,4.82,0,1,0,0,2.84,5.75,9.51,25760000
35.2,1,15,23,1961,63,Север,2.23,1,1,1,0,3.18,5.92,3.52,9123000
80.2,3,15,22,1985,39,Север,16.79,0,1,1,0,4.68,6.37,7.19,21297000
149.9,5,5,14,2015,9,Центр,4.07,0,1,1,1,1.36,2.92,5.8,65921000
38.7,1,23,30,1983,41,Север,18.41,1,1,1,0,3.1,6.16,1.25,10448000
71.9,2,19,19,1985,39,Запад,13.65,1,1,1,0,1.69,7.83,5.7,23159000
51.2,2,20,28,1977,47,Север,37.15,0,1,1,0,1.16,5.62,6.68,13819000
79.1,3,14,16,2010,14,Запад,1.71,0,1,0,1,0.52,3.39,8.84,25437000
67.2,2,17,26,1969,55,Пригород,18.9,0,1,0,0,3.14,5.76,0.89,4890000
51.6,2,18,26,1990,34,Восток,3.29,0,1,1,0,4.42,7.22,3.1,10471000
81.1,3,21,21,1987,37,Юг,1.1,1,1,0,0,1.82,1.12,6.98,13143000
137.2,5,3,3,2002,22,Юг,5.92,1,0,1,0,2.81,2.2,0.54,21521000
61.8,2,2,10,2011,13,Восток,8.02,1,1,1,1,3.25,7.36,2.19,12522000
88.9,3,1,6,2001,23,Центр,2.59,0,1,1,0,2.13,7.58,2.34,38987000
39.8,1,10,13,2020,4,Восток,2.4,1,1,0,1,4.53,3.92,6.76,7389000
45.5,2,19,25,2021,3,Восток,19.16,0,1,1,1,1.88,3.06,3.0,9559000
80.6,3,17,21,1992,32,Юг,0.3,0,1,0,0,0.71,2.33,6.08,13546000
120.7,4,12,21,2013,11,Север,3.42,0,1,1,1,0.81,4.04,9.66,29675000
76.9,3,1,7,2011,13,Запад,10.15,0,1,0,1,4.47,7.48,7.97,24952000
58.8,2,12,19,2018,6,Север,11.65,0,1,0,1,4.94,1.28,3.46,16535000
66.7,2,17,24,1997,27,Север,4.3,1,1,1,0,1.52,3.42,4.83,17428000
40.4,1,24,24,2001,23,Восток,0.3,0,1,0,0,0.8,7.3,2.17,7730000
84.9,3,3,10,1995,29,Восток,7.7,0,1,0,0,2.46,2.86,0.35,17163000
94.9,3,11,16,2016,8,Север,0.52,0,1,1,1,3.58,6.17,3.04,24251000
55.7,2,17,20,1984,40,Пригород,19.85,0,1,1,0,3.1,3.18,3.82,4850000
55.3,2,23,30,1985,39,Восток,8.4,1,1,1,0,4.76,6.46,5.73,10600000
74.2,2,3,5,1992,32,Запад,3.0,1,1,0,0,4.11,7.85,9.45,25152000
56.0,2,8,11,1984,40,Запад,3.42,1,1,0,0,4.36,3.16,9.49,18578000
64.9,2,20,25,2002,22,Запад,5.34,0,1,1,0,2.75,6.78,0.89,22408000
154.5,5,4,10,1977,47,Запад,30.75,1,1,1,0,1.7,7.91,6.22,51474000
60.4,2,21,24,1989,35,Запад,26.92,1,1,1,0,3.54,7.87,0.62,20913000
57.8,2,22,25,2019,5,Запад,4.31,0,1,1,1,2.25,3.53,6.55,19508000
51.5,2,7,13,1994,30,Север,2.47,0,1,0,0,1.51,3.94,1.35,13231000
89.8,3,14,19,2011,13,Запад,2.88,1,1,0,1,0.85,2.5,9.47,29534000
62.0,2,14,21,1975,49,Пригород,27.1,0,1,1,0,2.69,2.58,8.67,6339000
51.4,2,4,4,1985,39,Центр,2.28,0,0,1,0,3.01,3.99,0.42,23933000
113.1,4,16,25,2014,10,Восток,7.47,0,1,1,1,2.89,1.68,7.86,23987000
117.7,4,24,30,2012,12,Север,5.37,0,1,0,1,0.67,5.72,6.43,29420000
52.4,2,22,28,1993,31,Пригород,33.36,0,1,1,0,2.89,4.34,5.05,4086000
31.6,1,1,7,2021,3,Запад,1.9,0,1,1,1,0.93,7.19,6.11,10146000
99.8,3,17,23,2019,5,Север,5.27,1,1,0,1,3.35,6.5,6.85,26124000
50.7,2,10,19,2022,2,Пригород,30.35,0,1,1,1,2.2,2.65,8.87,4405000
91.5,3,22,30,1995,29,Пригород,39.37,1,1,1,0,4.26,4.1,7.72,8309000
30.3,1,16,23,1982,42,Юг,9.0,0,1,0,0,3.91,6.03,5.84,4981000
95.3,3,16,24,2006,18,Север,8.03,1,1,1,0,3.65,1.63,8.28,23102000
41.1,1,8,16,2008,16,Запад,4.97,1,1,1,0,3.53,0.35,9.87,13771000
89.3,3,7,8,1976,48,Юг,6.5,1,1,1,0,2.85,6.83,3.14,15188000
67.1,2,6,12,2013,11,Пригород,27.82,1,1,1,1,0.4,1.19,1.36,6722000
45.5,2,16,22,1962,62,Восток,0.3,1,1,1,0,3.31,7.13,7.37,9054000
56.7,2,20,23,1999,25,Восток,7.85,1,1,0,0,2.39,7.32,9.79,11604000
87.8,3,16,24,1990,34,Север,2.33,0,1,1,0,2.4,3.74,1.34,22093000
69.6,2,7,14,2011,13,Юг,8.84,0,1,0,1,1.96,6.47,4.43,12029000
84.2,3,9,9,1989,35,Запад,11.0,1,1,1,0,4.65,2.97,0.81,28515000
147.0,5,14,15,2015,9,Север,19.81,0,1,1,1,1.32,6.88,7.81,39039000
35.7,1,11,12,2004,20,Север,25.38,1,1,1,0,1.65,6.61,9.5,9188000
127.3,4,14,21,2014,10,Восток,0.3,1,1,1,1,4.82,0.72,5.09,25644000
69.5,2,7,7,2023,1,Запад,37.15,0,1,1,1,4.07,4.7,4.21,23387000
46.5,2,1,4,2008,16,Запад,9.19,1,0,1,0,0.17,5.16,9.1,15959000
39.2,1,13,22,2023,1,Восток,8.25,0,1,1,1,4.54,0.11,1.51,7582000
61.8,2,20,24,1963,61,Север,0.3,0,1,1,0,1.21,7.84,8.94,15347000
96.4,3,3,11,1990,34,Восток,15.8,0,1,0,0,3.56,3.31,4.04,18320000
63.4,2,20,26,1974,50,Запад,1.26,0,1,1,0,2.81,4.19,5.68,20999000
122.1,4,4,11,1986,38,Восток,14.53,0,1,1,0,2.73,1.64,5.38,24158000
37.3,1,11,19,2016,8,Восток,0.3,0,1,1,1,3.62,4.93,6.24,7608000
66.4,2,2,8,1964,60,Центр,3.12,0,1,1,0,1.12,6.5,9.43,30541000
40.4,1,14,18,2000,24,Север,4.56,1,1,0,0,0.88,4.73,9.52,9739000
77.1,3,12,16,2003,21,Запад,1.79,1,1,1,0,3.29,6.33,8.35,25033000
95.1,3,17,26,2002,22,Центр,0.34,0,1,1,0,1.52,5.88,2.08,43036000
56.4,2,12,17,1998,26,Пригород,34.81,0,1,1,0,4.87,1.98,3.47,5496000
23.5,1,12,16,2013,11,Север,1.05,1,1,0,1,2.31,3.54,4.98,6123000
72.2,2,1,9,1977,47,Юг,5.33,1,1,1,0,0.65,1.27,9.07,13117000
79.4,3,13,15,1989,35,Север,7.85,0,1,1,0,3.46,0.43,5.3,21066000
78.4,3,14,16,2005,19,Юг,14.05,0,1,1,0,1.6,0.6,9.78,13576000
109.3,4,24,30,2009,15,Юг,9.08,1,1,1,0,0.83,7.55,9.84,18482000
43.4,1,2,8,1994,30,Восток,0.54,1,1,1,0,2.17,7.88,6.07,8580000
87.5,3,12,17,2018,6,Восток,2.94,0,1,0,1,4.82,0.85,8.8,17587000
107.4,4,21,23,1995,29,Север,2.72,0,1,0,0,2.12,2.75,9.99,27690000
32.7,1,16,22,1994,30,Север,19.72,0,1,0,0,1.8,1.0,8.53,8834000
75.8,3,4,8,1964,60,Пригород,54.05,1,1,1,0,2.28,6.69,6.64,7275000
54.5,2,8,14,2002,22,Юг,3.7,0,1,1,0,0.16,4.02,8.48,9818000
64.5,2,2,3,2010,14,Пригород,18.2,0,0,1,1,0.75,5.01,1.01,5438000
76.6,3,10,15,1975,49,Запад,17.96,0,1,0,0,4.26,4.37,6.42,24314000
54.9,2,9,16,1988,36,Юг,17.53,1,1,1,0,4.89,5.71,2.32,9534000
50.9,2,23,23,2013,11,Пригород,53.46,1,1,0,1,0.87,2.62,1.34,4591000
67.6,2,15,18,1992,32,Запад,14.92,1,1,1,0,2.72,1.19,8.95,22502000
43.2,1,13,13,1985,39,Центр,1.96,1,1,0,0,4.84,0.24,6.47,18815000
43.2,1,23,23,2008,16,Юг,1.56,0,1,1,0,0.87,3.62,2.59,6801000
87.5,3,17,26,1982,42,Восток,5.19,1,1,1,0,1.01,7.27,3.99,17503000
42.1,1,16,23,2018,6,Юг,5.46,0,1,1,1,4.64,2.51,9.74,6896000
87.1,3,2,8,1974,50,Запад,5.39,1,1,0,0,3.56,1.65,8.65,29408000
80.2,3,20,29,2009,15,Юг,6.19,0,1,1,0,0.84,7.42,0.35,13200000
33.4,1,20,20,1999,25,Запад,2.38,0,1,0,0,2.03,0.93,9.8,10671000
50.9,2,14,15,2017,7,Запад,3.65,0,1,0,1,0.38,0.51,3.81,15552000
107.5,4,3,6,1976,48,Запад,4.56,1,1,0,0,2.22,7.05,7.02,36923000
45.0,2,23,23,2008,16,Юг,1.12,1,1,0,0,3.91,5.64,7.18,7893000
55.4,2,12,14,2003,21,Юг,4.86,0,1,0,0,2.81,3.43,9.13,8685000
80.2,3,8,15,1998,26,Восток,13.31,0,1,0,0,3.27,6.04,8.87,14390000
91.2,3,2,9,1999,25,Север,14.08,1,1,1,0,1.7,5.96,2.96,23163000
60.3,2,4,11,2010,14,Пригород,33.52,0,1,0,1,0.89,0.42,6.51,5853000
52.5,2,14,19,2021,3,Север,5.85,1,1,0,1,0.16,5.44,4.06,13403000
117.8,4,16,21,1972,52,Юг,0.3,1,1,1,0,4.12,5.16,5.35,19804000
133.7,4,19,23,1962,62,Север,8.98,0,1,0,0,3.22,7.71,5.64,36023000
98.6,3,2,10,2014,10,Север,4.15,0,1,1,1,1.22,7.74,4.08,24673000
69.0,2,12,15,1974,50,Восток,4.72,0,1,1,0,2.15,3.08,4.75,13218000
48.3,2,14,23,2023,1,Север,16.55,0,1,1,1,4.03,4.76,2.24,12664000
47.8,2,6,12,2005,19,Юг,4.96,0,1,1,0,2.74,1.22,6.15,8006000
82.2,3,13,13,2007,17,Восток,0.3,0,1,0,0,1.57,0.63,7.64,15610000
78.8,3,4,12,1982,42,Запад,2.06,0,1,0,0,1.41,3.52,4.41,26589000
116.8,4,22,28,1985,39,Пригород,36.4,1,1,0,0,1.17,5.55,9.78,10983000
86.5,3,18,27,2007,17,Север,4.42,1,1,0,0,4.14,4.59,0.76,23193000
36.6,1,12,20,2019,5,Восток,15.75,0,1,1,1,2.95,3.49,5.97,7204000
101.6,3,20,26,2023,1,Пригород,39.4,0,1,1,1,3.57,6.56,5.92,8061000
44.7,1,22,23,1982,42,Восток,9.36,0,1,1,0,4.31,6.38,0.56,8813000
57.2,2,21,26,1977,47,Запад,5.07,0,1,0,0,4.94,5.88,2.4,18082000
73.7,2,19,28,1967,57,Пригород,34.78,1,1,1,0,1.32,0.71,9.07,5719000
148.2,5,8,11,2017,7,Восток,4.73,0,1,0,1,0.99,6.39,5.54,28979000
231.4,6,7,9,1988,36,Север,4.23,1,1,0,0,2.36,7.36,4.48,60376000
85.0,3,16,17,1960,64,Запад,6.19,0,1,0,0,0.27,0.57,4.27,29519000
62.0,2,19,24,1984,40,Юг,2.31,1,1,1,0,3.98,3.27,8.9,9900000
82.6,3,6,13,1990,34,Восток,17.74,0,1,1,0,4.43,7.91,3.8,16807000
95.1,3,20,25,2023,1,Восток,3.24,1,1,0,1,3.46,4.83,8.62,17479000
58.7,2,21,29,2001,23,Пригород,21.64,1,1,0,0,1.41,4.16,3.23,5808000
136.7,5,11,15,1983,41,Юг,0.81,1,1,1,0,0.7,1.5,5.41,22443000
73.1,2,5,6,1990,34,Запад,0.3,1,1,0,0,1.97,4.57,1.61,23844000
81.4,3,16,23,1990,34,Север,4.4,0,1,0,0,4.18,3.57,8.29,20861000
87.0,3,7,15,1962,62,Запад,1.66,1,1,1,0,1.8,1.11,7.41,29441000
78.9,3,5,14,1978,46,Юг,0.3,0,1,1,0,0.27,3.77,5.39,12432000
93.3,3,11,14,2009,15,Центр,2.2,0,1,1,0,1.44,1.4,0.45,41782000
52.1,2,15,20,1976,48,Восток,9.11,0,1,1,0,4.95,5.87,4.92,9969000
53.3,2,3,12,1984,40,Юг,0.72,1,1,0,0,3.42,7.79,2.41,10028000
42.9,1,5,12,1991,33,Пригород,35.74,1,1,1,0,4.51,3.81,4.25,3569000
79.5,3,23,30,2012,12,Север,10.89,1,1,0,1,3.9,5.1,8.59,18622000
91.1,3,21,25,2003,21,Юг,34.04,1,1,0,0,2.74,3.5,7.74,16767000
80.1,3,5,10,2009,15,Запад,8.8,0,1,1,0,0.83,1.19,2.57,26868000
130.3,4,9,12,2003,21,Юг,2.25,1,1,1,0,1.81,7.77,9.85,21279000
66.5,2,15,19,2008,16,Запад,10.09,1,1,1,0,2.96,1.12,9.05,21932000
87.1,3,3,9,1960,64,Север,7.29,0,1,1,0,4.37,0.98,5.38,21915000
43.1,1,6,14,2020,4,Юг,1.9,0,1,0,1,1.42,3.73,5.4,6622000
57.1,2,17,26,1974,50,Запад,15.24,1,1,0,0,0.69,5.31,9.03,18716000
88.1,3,21,26,1994,30,Запад,4.46,1,1,1,0,2.84,2.9,6.43,28911000
93.7,3,8,13,2013,11,Юг,26.16,1,1,1,1,0.96,1.62,5.46,16232000
59.3,2,21,28,1996,28,Юг,10.27,1,1,1,0,3.09,6.57,7.54,9579000
64.8,2,11,14,2021,3,Восток,8.28,1,1,1,1,1.39,2.97,2.5,12423000
36.3,1,6,8,1998,26,Юг,10.43,1,1,1,0,1.23,1.64,8.81,6068000
57.8,2,8,14,2017,7,Восток,5.2,1,1,0,1,2.06,2.98,5.41,10961000
95.2,3,10,14,2014,10,Север,5.63,1,1,1,1,3.01,1.79,6.11,25873000
83.9,3,24,25,2023,1,Север,15.24,0,1,0,1,2.77,4.2,1.08,22520000
81.5,3,3,4,2020,4,Запад,9.14,1,0,1,1,1.3,5.38,3.23,26464000
68.0,2,23,28,2019,5,Пригород,55.38,0,1,0,1,4.47,6.42,4.38,6369000
66.9,2,14,21,2011,13,Восток,17.72,1,1,0,1,0.64,1.9,4.26,12525000
51.2,2,23,23,1992,32,Север,30.0,0,1,1,0,0.29,1.42,7.83,13048000
88.2,3,14,19,1974,50,Восток,9.64,0,1,1,0,3.05,0.25,2.97,18605000
78.9,3,10,11,2009,15,Пригород,37.6,0,1,0,0,0.7,1.9,1.98,7474000
81.2,3,12,13,2022,2,Запад,1.46,1,1,0,1,2.57,0.29,5.91,27092000
54.0,2,6,12,2010,14,Восток,9.78,0,1,0,1,4.76,2.83,6.23,10505000
28.2,1,12,21,2020,4,Восток,2.76,0,1,0,1,3.52,1.25,1.39,5581000
103.4,3,23,23,2014,10,Восток,2.66,0,1,1,1,3.13,4.68,0.22,19111000
55.1,2,14,19,1980,44,Центр,0.82,0,1,0,0,2.92,3.13,9.19,24538000
47.2,2,2,8,1985,39,Пригород,54.38,0,1,0,0,0.98,0.84,0.98,4352000
88.0,3,9,16,1990,34,Пригород,54.06,0,1,0,0,2.22,3.26,9.0,7923000
57.0,2,10,16,1981,43,Восток,7.98,0,1,0,0,1.78,1.75,4.11,11243000
101.9,3,17,22,2003,21,Юг,5.12,0,1,0,0,4.77,5.47,6.6,16711000
85.4,3,17,25,2022,2,Пригород,45.25,0,1,0,1,1.29,2.98,2.02,7248000
87.7,3,3,5,2012,12,Юг,7.48,0,1,0,1,2.41,1.26,8.27,14171000
38.6,1,19,24,1995,29,Запад,4.3,1,1,0,0,4.7,2.86,1.97,12612000
108.3,4,1,4,1960,64,Восток,3.82,0,0,1,0,3.97,1.87,3.99,22115000
74.0,2,12,13,1989,35,Восток,3.86,0,1,0,0,4.83,6.39,2.53,14028000
57.5,2,7,7,2001,23,Север,7.12,0,1,0,0,3.08,7.87,8.41,14920000
70.6,2,4,4,1989,35,Юг,8.35,0,0,1,0,1.74,0.3,8.61,11991000
32.8,1,10,19,1974,50,Пригород,35.33,0,1,1,0,4.15,5.55,3.85,3120000
78.5,3,13,15,1996,28,Пригород,58.59,0,1,0,0,1.53,2.19,3.21,7086000
44.2,1,2,5,1985,39,Восток,0.7,1,1,0,0,0.91,0.62,7.78,8165000
38.8,1,10,11,2019,5,Запад,3.41,1,1,1,1,3.56,0.21,8.81,13756000
36.3,1,21,21,1973,51,Пригород,33.86,0,1,0,0,3.23,7.06,6.32,3448000
104.1,3,22,25,1966,58,Юг,0.3,1,1,0,0,4.41,2.89,9.29,18098000
51.8,2,4,10,1960,64,Запад,3.63,0,1,1,0,4.81,7.96,3.95,16713000
123.2,4,18,27,1990,34,Пригород,27.32,1,1,1,0,4.3,3.59,1.69,10931000
53.8,2,5,10,2007,17,Пригород,37.77,0,1,0,0,0.39,1.58,1.96,4363000
33.7,1,19,24,2011,13,Восток,3.28,1,1,0,1,3.36,6.24,6.76,6581000
42.7,1,2,10,1997,27,Восток,10.36,0,1,1,0,3.95,7.42,4.19,8484000
109.3,4,12,13,2008,16,Север,5.71,1,1,1,0,4.91,6.54,1.73,28378000
62.7,2,17,20,1991,33,Центр,0.42,0,1,1,0,1.94,5.99,3.06,29570000
53.6,2,10,14,2008,16,Север,11.09,0,1,0,0,0.93,2.74,5.4,14275000
71.1,2,2,2,1965,59,Юг,0.84,1,0,1,0,4.28,0.61,1.39,12658000
81.5,3,6,13,1993,31,Центр,5.48,0,1,1,0,1.66,1.69,0.23,37218000
104.3,3,8,15,2013,11,Север,21.44,1,1,1,1,3.03,3.63,9.19,27308000
119.0,4,19,24,2014,10,Север,3.11,1,1,0,1,2.01,7.65,3.19,31495000
57.7,2,11,15,2010,14,Восток,20.84,0,1,1,1,2.07,5.81,2.37,10392000
39.2,1,12,19,1983,41,Пригород,50.69,0,1,1,0,3.69,6.64,7.05,3429000
56.5,2,9,11,1985,39,Север,20.45,0,1,0,0,1.87,2.29,8.56,13860000
74.0,2,2,4,2023,1,Север,8.78,1,0,1,1,3.5,5.5,6.4,18388000
45.4,2,8,9,1973,51,Юг,2.15,0,1,1,0,0.17,6.91,2.69,8158000
45.5,2,11,15,1981,43,Восток,17.99,0,1,0,0,1.69,3.89,8.64,8524000
76.5,3,21,23,1977,47,Запад,1.63,1,1,1,0,1.66,3.5,5.2,24135000
65.4,2,4,6,1990,34,Восток,1.92,0,1,0,0,3.77,5.78,3.94,13135000
67.6,2,10,15,1983,41,Запад,2.53,1,1,1,0,1.64,4.52,6.13,22260000
49.2,2,21,28,1999,25,Запад,2.9,1,1,1,0,3.2,7.95,7.07,16468000
60.8,2,20,21,1998,26,Восток,5.78,0,1,0,0,3.47,3.46,6.02,12964000
46.1,2,16,19,2019,5,Север,10.0,0,1,1,1,3.33,1.49,9.22,12267000
95.2,3,8,14,1964,60,Пригород,56.68,1,1,0,0,3.06,3.83,6.35,7636000
100.9,3,4,4,1989,35,Север,0.74,0,0,1,0,2.13,1.96,8.81,27154000
31.9,1,10,10,2004,20,Восток,24.7,0,1,1,0,1.93,4.53,5.95,6217000
46.0,2,12,21,2005,19,Восток,20.34,0,1,0,0,2.87,1.09,3.43,9144000
36.6,1,14,20,1998,26,Центр,0.3,1,1,1,0,0.41,7.6,5.42,15721000
51.4,2,16,22,2015,9,Юг,3.57,1,1,1,1,4.39,6.89,1.05,8977000
64.5,2,22,22,1968,56,Запад,13.42,0,1,1,0,4.14,1.33,2.46,20319000
37.3,1,18,18,2015,9,Пригород,42.52,0,1,1,1,1.8,1.46,7.71,3513000
46.1,2,21,24,1999,25,Запад,12.08,1,1,0,0,2.88,4.15,6.68,14828000
44.6,1,22,26,1977,47,Север,10.16,1,1,0,0,4.67,6.21,1.83,11877000
72.5,2,21,25,2018,6,Центр,2.06,0,1,0,1,1.43,1.83,4.49,31468000
68.6,2,12,15,2007,17,Пригород,16.85,0,1,0,0,3.74,0.58,1.59,5514000
50.0,2,18,25,1980,44,Восток,7.02,1,1,1,0,0.51,4.41,8.59,9660000
71.6,2,7,13,1964,60,Восток,0.4,1,1,1,0,2.66,5.56,1.27,14337000
53.6,2,20,28,1978,46,Центр,2.78,1,1,0,0,4.43,2.03,6.61,23332000
59.8,2,24,30,2005,19,Юг,12.89,1,1,1,0,2.8,5.94,6.15,10263000
130.2,4,23,30,1981,43,Запад,7.04,1,1,1,0,3.12,7.61,4.83,44200000
114.0,4,7,7,1984,40,Пригород,59.87,0,1,0,0,4.55,1.18,2.93,9303000
39.7,1,9,15,1963,61,Запад,4.87,1,1,1,0,3.61,4.14,4.16,13175000
92.9,3,1,1,2010,14,Запад,11.05,1,0,1,1,3.51,0.55,8.1,31230000
92.3,3,6,12,2014,10,Центр,3.3,1,1,0,1,2.97,1.73,7.66,41339000
42.1,1,6,15,2014,10,Восток,38.08,0,1,0,1,3.2,0.81,7.44,8285000
92.5,3,22,29,1977,47,Восток,9.99,0,1,1,0,4.04,3.29,7.55,17108000
123.4,4,12,20,2019,5,Центр,0.54,1,1,1,1,4.9,6.58,1.61,56226000
42.6,1,22,24,2008,16,Юг,24.9,0,1,0,0,4.0,4.66,1.17,7212000
46.2,2,12,15,2019,5,Восток,8.82,0,1,0,1,3.57,1.86,8.64,9211000
100.2,3,10,13,1996,28,Восток,0.49,1,1,0,0,0.76,0.42,8.4,21713000
74.3,2,23,30,1996,28,Север,8.57,0,1,1,0,4.1,4.47,6.88,19135000
83.1,3,6,12,2013,11,Север,17.17,1,1,1,1,3.71,1.15,6.14,21902000
76.4,3,17,19,1972,52,Восток,6.88,1,1,1,0,3.88,2.81,3.8,16002000
78.0,3,19,28,2001,23,Запад,3.5,0,1,1,0,1.23,4.13,2.4,25691000
39.2,1,18,22,2016,8,Запад,13.76,1,1,1,1,4.53,7.24,6.74,12636000
101.4,3,6,12,2015,9,Пригород,50.21,1,1,1,1,0.58,0.75,9.15,9509000
106.5,4,24,30,2021,3,Пригород,39.49,0,1,1,1,1.34,5.38,4.48,9210000
60.8,2,19,19,2009,15,Север,1.34,0,1,0,0,3.35,0.21,3.17,16513000
65.5,2,10,11,1983,41,Север,2.31,1,1,0,0,3.4,5.08,2.85,17345000
36.1,1,24,30,1962,62,Восток,10.73,0,1,1,0,1.64,4.46,0.43,6836000
81.9,3,8,9,1998,26,Север,13.12,0,1,1,0,3.54,6.51,5.3,20237000
83.8,3,21,27,2000,24,Центр,0.98,0,1,1,0,2.0,4.3,9.88,37863000
65.0,2,24,30,1985,39,Запад,3.67,0,1,1,0,0.1,2.89,8.19,21628000
104.6,3,6,7,1976,48,Юг,0.65,0,1,1,0,0.9,2.02,9.0,16668000
58.3,2,21,27,2004,20,Юг,10.0,1,1,1,0,4.42,0.77,6.29,10303000
83.6,3,7,10,2012,12,Центр,0.3,1,1,0,1,1.19,4.32,4.92,38344000
44.4,1,24,25,2023,1,Запад,0.38,0,1,0,1,0.65,7.12,9.91,14826000
66.1,2,1,7,2012,12,Запад,0.3,0,1,0,1,3.44,4.17,4.58,22354000
62.2,2,18,22,2014,10,Юг,8.29,1,1,0,1,2.26,5.94,9.18,10064000
73.0,2,24,24,2005,19,Центр,1.62,0,1,0,0,4.0,2.46,7.67,31964000
57.5,2,20,24,2023,1,Запад,2.83,1,1,0,1,4.32,3.64,3.44,18829000
63.3,2,12,14,2006,18,Юг,19.51,1,1,0,0,4.25,2.66,5.13,10396000
92.8,3,16,22,2017,7,Запад,1.71,1,1,1,1,1.63,0.96,3.97,31189000
